item_id,category,architecture,run_index,completion_tokens,wall_clock_s,auto_length_chars,auto_expect_lang,auto_likely_lang,auto_drift_flag,auto_script_mixed,auto_turkish_hits,auto_apostrophe_variants,auto_empty,auto_chrf,auto_ref_match
reas_003,reas,standalone,2,163,1.1,345,uz,uz,False,False,0,1,False,,
reas_004,reas,standalone,0,154,0.8,266,uz,unknown,True,False,0,1,False,,
reas_004,reas,standalone,1,145,0.8,252,uz,uz,False,False,0,1,False,,
reas_004,reas,standalone,2,140,0.8,238,uz,unknown,True,False,0,1,False,,
reas_005,reas,standalone,0,123,0.8,255,uz,uz,False,False,0,1,False,,
reas_005,reas,standalone,1,145,0.9,318,uz,uz,False,False,0,1,False,,
reas_005,reas,standalone,2,151,48.6,318,uz,uz,False,False,0,1,False,,
reas_006,reas,standalone,0,136,0.8,300,uz,uz,False,False,0,1,False,,
reas_006,reas,standalone,1,107,0.7,228,uz,unknown,True,False,0,1,False,,
reas_006,reas,standalone,2,118,0.8,254,uz,unknown,True,False,0,1,False,,
reas_007,reas,standalone,0,386,1.7,743,uz,uz,False,False,0,1,False,,
reas_007,reas,standalone,1,433,1.5,842,uz,uz,False,False,0,1,False,,
reas_007,reas,standalone,2,318,1.3,635,uz,uz,False,False,0,1,False,,
reas_008,reas,standalone,0,388,1.7,807,uz,uz,False,False,0,1,False,,
reas_008,reas,standalone,1,353,1.8,763,uz,uz,False,False,0,1,False,,
reas_008,reas,standalone,2,378,1.5,796,uz,uz,False,False,0,1,False,,
reas_009,reas,standalone,0,59,0.6,109,uz,unknown,True,False,0,1,False,,
reas_009,reas,standalone,1,43,0.6,77,uz,unknown,True,False,0,1,False,,
reas_009,reas,standalone,2,108,0.8,195,uz,uz,False,False,0,1,False,,
reas_010,reas,standalone,0,89,0.6,197,uz,uz,False,False,0,1,False,,
reas_010,reas,standalone,1,90,0.7,197,uz,uz,False,False,0,1,False,,
reas_010,reas,standalone,2,105,0.7,238,uz,uz,False,False,0,1,False,,
reas_011,reas,standalone,0,378,1.4,915,uz,uz,False,False,0,1,False,,
reas_011,reas,standalone,1,396,1.5,930,uz,uz,False,False,0,1,False,,
reas_011,reas,standalone,2,396,1.6,953,uz,uz,False,False,0,1,False,,
reas_012,reas,standalone,0,140,0.8,265,uz,unknown,True,False,0,1,False,,
reas_012,reas,standalone,1,161,0.9,315,uz,uz,False,False,0,1,False,,
reas_012,reas,standalone,2,151,0.8,291,uz,uz,False,False,0,1,False,,
reas_013,reas,standalone,0,203,1.1,521,uz,uz,False,False,0,0,False,,
reas_013,reas,standalone,1,205,1.1,525,uz,uz,False,False,0,1,False,,
reas_013,reas,standalone,2,226,1.1,570,uz,uz,False,False,0,1,False,,
reas_014,reas,standalone,0,115,0.7,223,uz,uz,False,False,0,1,False,,
reas_014,reas,standalone,1,110,0.7,213,uz,uz,False,False,0,1,False,,
reas_014,reas,standalone,2,185,1.0,382,uz,uz,False,False,0,1,False,,
reas_015,reas,standalone,0,87,0.7,198,uz,uz,False,False,0,1,False,,
reas_015,reas,standalone,1,111,0.8,251,uz,uz,False,False,0,1,False,,
reas_015,reas,standalone,2,97,30.1,218,uz,uz,False,False,0,1,False,,
reas_016,reas,standalone,0,215,60.4,448,uz,uz,False,False,0,1,False,,
reas_016,reas,standalone,1,220,1.0,451,uz,uz,False,False,0,1,False,,
reas_016,reas,standalone,2,143,0.9,286,uz,unknown,True,False,0,1,False,,
reas_017,reas,standalone,0,460,1.6,1047,uz,uz,False,False,0,1,False,,
reas_017,reas,standalone,1,437,1.5,966,uz,uz,False,False,0,1,False,,
reas_017,reas,standalone,2,471,1.7,1056,uz,uz,False,False,0,1,False,,
reas_018,reas,standalone,0,162,0.8,355,uz,uz,False,False,0,1,False,,
reas_018,reas,standalone,1,137,0.8,283,uz,uz,False,False,0,1,False,,
reas_018,reas,standalone,2,139,0.8,286,uz,uz,False,False,0,1,False,,
reas_019,reas,standalone,0,129,0.8,277,uz,uz,False,False,0,1,False,,
reas_019,reas,standalone,1,134,0.9,294,uz,uz,False,False,0,1,False,,
reas_019,reas,standalone,2,116,0.8,254,uz,uz,False,False,0,1,False,,
reas_020,reas,standalone,0,30,0.6,66,uz,uz,False,False,0,0,False,,
reas_020,reas,standalone,1,30,0.6,66,uz,uz,False,False,0,0,False,,
reas_020,reas,standalone,2,30,0.6,66,uz,uz,False,False,0,0,False,,
reas_021,reas,standalone,0,891,2.8,1673,uz,uz,False,False,0,1,False,,
reas_021,reas,standalone,1,958,3.0,1760,uz,uz,False,False,0,1,False,,
reas_021,reas,standalone,2,775,2.7,1419,uz,uz,False,False,0,1,False,,
reas_022,reas,standalone,0,153,1.1,366,uz,uz,False,False,0,1,False,,
reas_022,reas,standalone,1,141,1.0,344,uz,uz,False,False,0,1,False,,
reas_022,reas,standalone,2,130,0.9,322,uz,uz,False,False,0,1,False,,
reas_023,reas,standalone,0,154,0.9,283,uz,unknown,True,False,0,1,False,,
reas_023,reas,standalone,1,145,0.9,259,uz,uz,False,False,0,1,False,,
reas_023,reas,standalone,2,130,0.8,245,uz,uz,False,False,0,1,False,,
reas_024,reas,standalone,0,281,1.2,511,uz,uz,False,False,0,1,False,,
reas_024,reas,standalone,1,288,1.2,535,uz,uz,False,False,0,1,False,,
reas_024,reas,standalone,2,301,1.1,566,uz,uz,False,False,0,1,False,,
reas_025,reas,standalone,0,251,1.1,510,uz,uz,False,False,0,1,False,,
reas_025,reas,standalone,1,176,0.9,345,uz,uz,False,False,0,1,False,,
reas_025,reas,standalone,2,247,1.1,524,uz,uz,False,False,0,1,False,,
reas_026,reas,standalone,0,29,0.5,49,uz,uz,False,False,0,1,False,,
reas_026,reas,standalone,1,70,24.6,142,uz,uz,False,False,0,1,False,,
reas_026,reas,standalone,2,35,60.0,63,uz,uz,False,False,0,1,False,,
reas_027,reas,standalone,0,257,1.4,567,uz,uz,False,False,0,1,False,,
reas_027,reas,standalone,1,131,0.9,291,uz,uz,False,False,0,1,False,,
reas_027,reas,standalone,2,310,1.5,689,uz,uz,False,False,0,1,False,,
reas_028,reas,standalone,0,206,1.0,397,uz,uz,False,False,0,1,False,,
reas_028,reas,standalone,1,212,1.0,389,uz,uz,False,False,0,1,False,,
reas_028,reas,standalone,2,190,0.9,364,uz,uz,False,False,0,1,False,,
reas_029,reas,standalone,0,96,0.7,216,uz,uz,False,False,0,0,False,,
reas_029,reas,standalone,1,108,0.8,245,uz,uz,False,False,0,1,False,,
reas_029,reas,standalone,2,96,0.7,213,uz,uz,False,False,0,1,False,,
reas_030,reas,standalone,0,210,1.0,367,uz,uz,False,False,0,1,False,,
reas_030,reas,standalone,1,212,1.1,416,uz,uz,False,False,0,1,False,,
reas_030,reas,standalone,2,177,1.0,335,uz,uz,False,False,0,1,False,,
cult_001,cult,standalone,0,392,2.3,1053,uz,uz,False,False,0,2,False,,
cult_001,cult,standalone,1,395,2.1,1047,uz,uz,False,False,0,2,False,,
cult_001,cult,standalone,2,406,2.1,1074,uz,uz,False,False,0,1,False,,
cult_002,cult,standalone,0,876,3.8,2377,uz,uz,False,False,0,1,False,,
cult_002,cult,standalone,1,929,3.9,2516,uz,uz,False,False,0,2,False,,
cult_002,cult,standalone,2,871,4.0,2395,uz,uz,False,False,0,2,False,,
cult_003,cult,standalone,0,820,4.2,2195,uz,uz,False,False,0,2,False,,
cult_003,cult,standalone,1,902,4.3,2468,uz,uz,False,False,0,2,False,,
cult_003,cult,standalone,2,885,4.2,2459,uz,uz,False,False,0,2,False,,
cult_004,cult,standalone,0,674,3.6,1724,uz,uz,False,False,0,2,False,,
cult_004,cult,standalone,1,706,3.6,1836,uz,uz,False,False,0,3,False,,
cult_004,cult,standalone,2,591,3.1,1483,uz,uz,False,False,0,3,False,,
cult_005,cult,standalone,0,662,3.4,1821,uz,uz,False,False,0,2,False,,
cult_005,cult,standalone,1,709,3.3,1913,uz,uz,False,False,0,3,False,,
cult_005,cult,standalone,2,666,2.8,1782,uz,uz,False,False,0,2,False,,
cult_006,cult,standalone,0,93,0.8,253,uz,uz,False,False,0,1,False,,
cult_006,cult,standalone,1,96,0.8,279,uz,uz,False,False,0,1,False,,
cult_006,cult,standalone,2,82,55.6,226,uz,uz,False,False,0,2,False,,
cult_007,cult,standalone,0,78,0.8,216,uz,uz,False,False,0,1,False,,
cult_007,cult,standalone,1,60,0.7,157,uz,uz,False,False,0,1,False,,
cult_007,cult,standalone,2,41,0.7,107,uz,uz,False,False,0,1,False,,
cult_008,cult,standalone,0,193,1.2,477,uz,uz,False,False,0,1,False,,
cult_008,cult,standalone,1,113,0.9,282,uz,uz,False,False,0,1,False,,
cult_008,cult,standalone,2,215,1.3,539,uz,uz,False,False,0,1,False,,
cult_009,cult,standalone,0,588,3.1,1601,uz,uz,False,False,0,2,False,,
cult_009,cult,standalone,1,506,2.5,1377,uz,uz,False,False,0,1,False,,
cult_009,cult,standalone,2,581,3.0,1588,uz,uz,False,False,0,3,False,,
cult_010,cult,standalone,0,375,2.0,1030,uz,uz,False,False,0,1,False,,
cult_010,cult,standalone,1,605,2.8,1576,uz,uz,False,False,0,2,False,,
cult_010,cult,standalone,2,612,3.4,1660,uz,uz,False,False,0,2,False,,
cult_011,cult,standalone,0,318,1.9,878,uz,uz,False,False,0,1,False,,
cult_011,cult,standalone,1,403,2.4,1059,uz,uz,False,False,0,2,False,,
cult_011,cult,standalone,2,457,2.6,1265,uz,uz,False,False,0,2,False,,
cult_012,cult,standalone,0,310,1.8,838,uz,uz,False,False,0,1,False,,
cult_012,cult,standalone,1,381,2.0,1032,uz,uz,False,False,0,1,False,,
cult_012,cult,standalone,2,323,1.9,875,uz,uz,False,False,0,3,False,,
cult_013,cult,standalone,0,678,3.4,1826,uz,uz,False,False,0,2,False,,
cult_013,cult,standalone,1,702,3.6,1870,uz,uz,False,False,0,1,False,,
cult_013,cult,standalone,2,544,2.8,1461,uz,uz,False,False,0,3,False,,
cult_014,cult,standalone,0,1017,4.9,2773,uz,uz,False,False,0,2,False,,
cult_014,cult,standalone,1,964,4.4,2612,uz,uz,False,False,0,2,False,,
cult_014,cult,standalone,2,1051,4.6,2869,uz,uz,False,False,0,3,False,,
cult_015,cult,standalone,0,614,3.3,1596,uz,uz,False,False,0,1,False,,
cult_015,cult,standalone,1,438,59.4,1142,uz,uz,False,False,0,1,False,,
cult_015,cult,standalone,2,537,2.8,1417,uz,uz,False,False,0,3,False,,
cult_016,cult,standalone,0,998,4.7,2628,uz,uz,False,False,0,2,False,,
cult_016,cult,standalone,1,1142,4.7,3059,uz,uz,False,False,0,2,False,,
cult_016,cult,standalone,2,1016,4.7,2641,uz,uz,False,False,0,2,False,,
cult_017,cult,standalone,0,223,1.5,592,uz,uz,False,False,0,1,False,,
cult_017,cult,standalone,1,118,1.1,307,uz,uz,False,False,0,1,False,,
cult_017,cult,standalone,2,227,1.4,598,uz,uz,False,False,0,1,False,,
cult_018,cult,standalone,0,83,0.8,242,uz,uz,False,False,0,1,False,,
cult_018,cult,standalone,1,47,0.6,128,uz,uz,False,False,0,1,False,,
cult_018,cult,standalone,2,51,0.6,144,uz,uz,False,False,0,1,False,,
cult_019,cult,standalone,0,1029,4.9,2720,uz,uz,False,False,0,2,False,,
cult_019,cult,standalone,1,1100,5.6,2904,uz,uz,False,False,0,2,False,,
cult_019,cult,standalone,2,1051,5.4,2820,uz,uz,False,False,0,2,False,,
cult_020,cult,standalone,0,609,3.2,1559,uz,uz,False,False,0,2,False,,
cult_020,cult,standalone,1,537,2.8,1352,uz,uz,False,False,0,3,False,,
cult_020,cult,standalone,2,403,2.3,1037,uz,uz,False,False,0,3,False,,
cult_021,cult,standalone,0,476,2.5,1314,uz,uz,False,False,0,3,False,,
cult_021,cult,standalone,1,582,2.9,1572,uz,uz,False,False,0,3,False,,
